State of Residence,Migrant Direction,Country of Birth SACC Code,Country of Birth SACC Label,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Total 
Australia,Arrival,9226,Eswatini,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
Australia,Arrival,9227,Tanzania,3,3,0,4,8,4,4,3,14,3,3,3,0,3,0,0,0,3,66
Australia,Arrival,9228,Uganda,3,10,8,0,12,8,13,7,0,0,3,0,0,5,3,3,0,0,80
Australia,Arrival,9231,Zambia,18,19,5,4,5,18,29,26,12,9,3,10,8,3,3,0,0,0,167
Australia,Arrival,9232,Zimbabwe,37,43,40,33,54,78,107,111,58,49,30,19,23,16,7,4,3,3,702
Australia,Arrival,9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Arrival,Total,Total,15456,13327,10486,11839,26963,33113,28269,20750,14261,9631,7335,7155,6565,5258,3115,1513,717,352,216106
Australia,Departure,1000,Oceania nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1100,Aust (incl E T) nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1101,Australia,8239,3417,1741,1666,2918,4092,3293,2303,1663,1302,1128,835,642,461,273,116,47,10,34153
Australia,Departure,1102,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Australia,Departure,1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1201,New Zealand,221,391,539,605,798,1278,1364,1026,741,672,646,747,653,432,180,79,48,36,10453
Australia,Departure,1300,Melanesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1301,New Caledonia,3,3,0,0,15,3,6,0,0,0,3,0,0,0,0,0,0,0,44
Australia,Departure,1302,PNG,3,13,20,21,61,55,55,59,51,47,32,12,17,0,3,0,0,0,452
Australia,Departure,1303,Solomon Islands,0,3,0,0,10,13,11,11,7,9,3,3,0,0,0,0,0,0,74
Australia,Departure,1304,Vanuatu,0,0,0,0,34,131,119,91,59,28,9,6,3,0,0,0,0,0,486
Australia,Departure,1400,Micronesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,1402,Kiribati,7,0,3,0,15,9,15,7,3,0,0,0,0,0,0,0,0,0,51
Australia,Departure,1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,1405,Nauru,4,3,4,10,4,5,0,3,0,0,0,0,0,0,0,0,0,0,35
Australia,Departure,1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1500,Polynesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1501,Cook Islands,3,0,3,4,3,10,11,11,12,10,12,9,8,9,3,4,0,3,103
Australia,Departure,1502,Fiji,13,11,4,17,34,40,51,71,51,31,28,53,53,33,41,24,13,3,579
Australia,Departure,1503,French Poly,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,22
Australia,Departure,1504,Niue,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,12
Australia,Departure,1505,Samoa,8,15,16,40,71,65,69,56,44,31,37,43,38,29,18,15,6,3,620
Australia,Departure,1506,Samoa American,0,0,0,3,3,4,0,3,0,0,0,0,0,0,0,0,0,0,22
Australia,Departure,1507,Tokelau,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,14
Australia,Departure,1508,Tonga,9,9,3,3,35,48,41,44,24,19,26,28,17,18,7,7,6,3,340
Australia,Departure,1511,Tuvalu,0,7,0,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,31
Australia,Departure,1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Australia,Departure,1600,Antarctica nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,2000,NW Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,21,"UK, CIs & IOM",292,349,303,224,1071,2612,1825,1028,714,511,570,641,524,376,381,222,121,61,11809
Australia,Departure,2201,Ireland,13,21,41,23,121,801,705,438,151,69,39,44,30,36,15,12,5,4,2568
Australia,Departure,2300,Western Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,2301,Austria,9,4,0,5,22,16,22,12,13,6,9,11,5,5,8,3,3,0,148
Australia,Departure,2302,Belgium,3,4,8,12,40,131,82,29,22,12,17,4,0,0,3,0,0,0,358
Australia,Departure,2303,France,38,47,48,50,459,1076,721,298,144,90,66,27,13,15,12,12,0,3,3127
Australia,Departure,2304,Germany,38,46,35,52,432,419,392,211,156,93,95,75,42,31,31,20,18,7,2200
Australia,Departure,2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,2306,Luxembourg,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,10
Australia,Departure,2307,Monaco,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Australia,Departure,2308,Netherlands,17,34,33,26,102,202,180,86,50,37,31,28,30,25,23,11,5,0,904
Australia,Departure,2311,Switzerland,26,24,17,22,25,46,49,47,17,19,27,15,10,13,11,7,4,0,377
Australia,Departure,2400,Northern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,2401,Denmark,12,14,15,20,47,49,35,20,15,16,16,6,6,5,6,0,0,3,279
Australia,Departure,2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,2403,Finland,0,4,11,0,31,43,38,27,11,10,7,6,3,6,0,3,0,0,206
Australia,Departure,2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,2405,Iceland,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Australia,Departure,2406,Norway,5,10,9,3,51,53,29,20,12,8,8,3,5,0,0,3,0,0,209
Australia,Departure,2407,Sweden,7,28,12,15,70,128,76,48,25,25,16,9,14,10,3,0,3,0,494
Australia,Departure,2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,3000,S & E Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,3100,Southern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,3101,Andorra,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9
Australia,Departure,3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Australia,Departure,3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,3104,Italy,16,27,22,15,175,420,388,207,100,81,47,43,48,31,24,20,13,9,1693
Australia,Departure,3105,Malta,0,0,0,0,3,9,5,6,3,3,5,4,6,8,9,4,0,0,76
Australia,Departure,3106,Portugal,3,0,3,7,3,24,34,27,21,18,4,16,11,21,4,4,4,0,202
Australia,Departure,3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,3108,Spain,10,25,20,18,81,312,251,98,74,40,28,12,4,10,11,4,3,0,993
Australia,Departure,3200,SE Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,3201,Albania,0,0,0,0,3,13,16,9,4,3,3,3,5,12,5,0,0,0,80
Australia,Departure,3202,Bosnia/Herzegov,0,0,0,6,3,12,31,26,22,21,26,36,35,38,27,17,11,7,316
Australia,Departure,3203,Bulgaria,3,4,4,3,3,5,11,10,16,14,8,5,7,4,8,4,0,0,106
Australia,Departure,3204,Croatia,3,4,0,3,3,14,39,27,29,23,31,41,34,31,32,21,19,4,346
Australia,Departure,3205,Cyprus,0,0,0,0,3,11,8,5,10,3,5,10,13,11,10,11,4,3,97
Australia,Departure,3206,North Macedonia,0,3,0,0,4,7,20,17,16,11,15,17,37,31,31,8,3,3,225
Australia,Departure,3207,Greece,5,10,27,18,30,52,56,33,59,43,30,55,46,60,58,35,29,11,648
Australia,Departure,3208,Moldova,0,0,0,0,0,3,3,9,0,4,0,0,0,0,3,0,0,0,20
Australia,Departure,3211,Romania,3,4,4,0,13,21,32,23,29,29,24,21,15,21,21,6,5,0,268
Australia,Departure,3212,Slovenia,0,0,0,0,3,3,9,8,12,4,4,4,10,6,5,4,3,0,74
Australia,Departure,3214,Montenegro,4,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,12
Australia,Departure,3215,Serbia,3,8,5,4,14,27,39,43,32,28,17,19,18,31,21,13,10,0,332
Australia,Departure,3216,Kosovo,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9
Australia,Departure,3300,Eastern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,3301,Belarus,0,0,0,3,3,0,4,15,3,0,5,0,8,0,3,0,0,0,43
Australia,Departure,3302,Czechia,0,8,0,0,16,49,66,31,21,6,4,6,7,4,7,7,3,3,246
Australia,Departure,3303,Estonia,0,0,0,0,39,116,70,32,0,0,0,0,3,0,0,0,0,0,259
Australia,Departure,3304,Hungary,0,0,0,12,7,17,35,24,23,20,16,11,9,18,8,4,3,3,213
Australia,Departure,3305,Latvia,0,0,0,0,3,0,11,4,0,3,3,7,0,0,0,0,0,0,32
Australia,Departure,3306,Lithuania,5,3,0,0,16,35,20,9,3,0,0,0,0,3,0,0,0,0,97
Australia,Departure,3307,Poland,9,3,16,9,23,55,133,98,72,47,23,27,48,59,35,10,3,5,661
Australia,Departure,3308,Russia,9,13,12,17,44,54,82,97,40,34,27,33,38,23,14,8,5,3,544
Australia,Departure,3311,Slovakia,0,0,0,0,7,28,33,23,17,9,5,0,3,3,0,0,4,0,147
Australia,Departure,3312,Ukraine,0,6,5,0,9,31,43,36,20,13,9,9,15,10,10,3,3,0,218
Australia,Departure,4000,N Afr & Middl E nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,4100,North Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,4101,Algeria,0,3,0,0,0,5,6,4,3,10,10,3,3,0,3,0,0,0,58
Australia,Departure,4102,Egypt,3,16,35,18,19,22,47,69,46,13,15,13,33,31,27,13,3,3,414
Australia,Departure,4103,Libya,0,0,9,9,4,4,6,8,12,6,0,0,0,0,0,0,0,0,56
Australia,Departure,4104,Morocco,0,0,0,0,3,12,15,8,3,3,3,5,0,6,0,3,0,0,76
Australia,Departure,4105,Sudan,0,9,3,0,19,30,35,36,34,22,16,18,7,12,3,0,0,0,244
Australia,Departure,4106,Tunisia,0,0,0,0,0,3,4,3,0,0,4,0,0,0,0,0,0,0,17
Australia,Departure,4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,4111,South Sudan,0,0,0,0,0,0,4,3,9,6,9,0,0,0,0,0,0,0,31
Australia,Departure,4200,Middle East nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,4201,Bahrain,0,0,0,0,5,8,7,3,0,3,0,0,0,0,0,0,0,0,19
Australia,Departure,4202,Gaza Str/W Bank,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10
Australia,Departure,4203,Iran,3,6,12,8,22,58,119,155,113,44,34,48,65,84,59,39,17,6,893
Australia,Departure,4204,Iraq,3,34,46,24,29,56,73,93,77,79,51,36,23,24,14,8,6,4,675
Australia,Departure,4205,Israel,12,32,36,20,108,97,43,50,40,28,7,6,9,7,10,3,0,0,493
Australia,Departure,4206,Jordan,3,10,10,3,6,26,30,28,18,11,7,4,4,5,3,0,0,0,179
Australia,Departure,4207,Kuwait,0,3,6,0,22,36,17,25,13,11,3,0,5,0,0,0,0,0,151
Australia,Departure,4208,Lebanon,6,16,4,4,21,38,41,31,34,32,36,42,39,33,28,17,6,9,437
Australia,Departure,4211,Oman,3,9,8,4,56,22,10,12,5,3,3,0,0,0,0,0,0,0,139
Australia,Departure,4212,Qatar,6,7,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,38
Australia,Departure,4213,Saudi Arabia,151,232,104,47,197,624,489,232,89,20,3,12,12,3,0,0,0,0,2219
Australia,Departure,4214,Syria,0,0,0,0,4,17,23,13,13,4,5,3,4,7,4,5,0,0,119
Australia,Departure,4215,Turkey,5,8,7,3,32,88,74,63,36,40,54,66,54,62,37,37,13,6,673
Australia,Departure,4216,Unit Arab Emir,11,48,59,15,34,43,27,30,9,0,0,0,0,0,0,0,0,0,268
Australia,Departure,4217,Yemen,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7
Australia,Departure,5000,South-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,5100,Mainld SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,5101,Myanmar,0,0,3,10,49,22,28,25,11,10,8,10,6,13,6,4,0,0,194
Australia,Departure,5102,Cambodia,4,8,3,18,73,57,37,33,27,20,17,28,25,21,11,6,4,3,411
Australia,Departure,5103,Laos,0,5,3,5,27,20,16,14,12,3,4,9,0,3,0,0,0,0,130
Australia,Departure,5104,Thailand,19,34,25,36,149,316,274,222,150,116,73,64,53,45,32,10,4,0,1627
Australia,Departure,5105,Vietnam,6,38,35,170,469,467,289,151,105,119,112,149,173,107,60,19,5,3,2466
Australia,Departure,5200,M'time SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,5201,Brunei,0,0,0,0,26,17,6,6,4,4,3,0,0,0,0,0,0,0,73
Australia,Departure,5202,Indonesia,61,131,67,75,647,512,407,260,180,110,68,58,57,72,45,18,9,5,2785
Australia,Departure,5203,Malaysia,27,54,38,78,876,780,552,389,259,189,182,167,132,91,62,25,23,9,3937
Australia,Departure,5204,Philippines,36,49,44,55,188,336,367,268,197,158,163,258,298,332,199,76,44,23,3071
Australia,Departure,5205,Singapore,50,68,45,139,357,422,219,126,106,77,52,54,52,46,34,5,5,3,1853
Australia,Departure,5206,Timor-Leste,0,4,0,3,0,32,29,28,13,4,3,4,4,0,0,0,0,0,128
Australia,Departure,6000,North-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,6100,Chinese Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,6101,China,171,467,339,1283,12228,11197,3798,1687,1073,1144,1473,2343,3192,3079,1292,540,226,115,45648
Australia,Departure,6102,Hong Kong,24,50,61,82,395,321,184,93,72,46,47,65,73,47,43,5,5,4,1617
Australia,Departure,6103,Macau,0,0,3,5,42,17,11,3,3,0,0,0,0,0,0,0,0,0,99
Australia,Departure,6104,Mongolia,24,70,27,9,36,78,141,87,25,20,13,15,15,10,3,0,0,0,568
Australia,Departure,6105,Taiwan,13,22,12,26,225,1016,696,210,69,51,52,62,58,34,27,7,7,6,2587
Australia,Departure,6200,Japan & Koreas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,6201,Japan,64,133,87,124,327,490,401,248,204,152,115,81,37,31,18,7,5,0,2519
Australia,Departure,6202,"Korea, North",0,0,4,0,0,5,7,3,11,3,3,0,0,4,5,0,0,0,54
Australia,Departure,6203,"Korea, South",45,145,163,123,608,1236,785,483,322,213,139,103,80,58,38,10,10,0,4567
Australia,Departure,7000,S & C Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,7100,Southern Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,7101,Bangladesh,25,35,22,10,96,218,217,154,81,27,60,89,94,114,83,36,3,3,1366
Australia,Departure,7102,Bhutan,0,4,6,0,16,9,36,31,11,3,3,3,5,0,0,0,0,0,134
Australia,Departure,7103,India,233,295,160,110,1317,4023,2619,1524,795,479,788,1603,2570,2578,1466,574,180,68,21389
Australia,Departure,7104,Maldives,3,3,0,0,6,5,13,7,4,0,0,3,0,3,0,0,0,0,51
Australia,Departure,7105,Nepal,11,15,12,13,219,372,304,179,65,95,260,406,458,335,156,56,19,5,2981
Australia,Departure,7106,Pakistan,50,99,101,27,226,637,505,363,166,81,35,44,80,79,53,19,13,6,2583
Australia,Departure,7107,Sri Lanka,29,60,40,19,148,254,240,218,139,87,72,118,211,283,285,127,52,22,2415
Australia,Departure,7200,Central Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,7201,Afghanistan,0,3,0,3,28,63,36,33,15,12,7,8,4,4,3,3,0,6,232
Australia,Departure,7202,Armenia,0,0,0,0,0,6,9,3,0,0,0,3,3,0,0,0,0,0,32
Australia,Departure,7203,Azerbaijan,0,0,0,0,0,7,3,8,3,0,0,0,0,0,0,0,0,0,30
Australia,Departure,7204,Georgia,0,0,0,0,0,3,3,5,0,4,0,3,3,0,0,0,0,0,23
Australia,Departure,7205,Kazakhstan,4,3,0,0,3,21,15,6,0,0,4,3,0,0,0,0,0,0,67
Australia,Departure,7206,Kyrgyzstan,0,4,0,0,3,0,4,6,0,0,0,0,0,0,3,0,0,0,23
Australia,Departure,7207,Tajikistan,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,7208,Turkmenistan,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,7211,Uzbekistan,6,3,0,0,15,16,13,8,8,4,3,0,3,4,3,3,0,0,83
Australia,Departure,8000,Americas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8100,N'thern America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8101,Bermuda,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
Australia,Departure,8102,Canada,61,79,63,35,256,464,351,198,137,79,65,57,39,38,19,5,4,3,1951
Australia,Departure,8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8104,USA,184,326,258,216,776,1131,993,552,400,229,220,237,151,121,80,28,19,23,5946
Australia,Departure,8200,South America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8201,Argentina,3,3,0,3,71,387,384,68,21,17,11,7,6,10,17,3,3,0,1012
Australia,Departure,8202,Bolivia,0,0,0,0,0,5,6,4,0,0,0,0,0,3,0,0,0,0,24
Australia,Departure,8203,Brazil,12,20,23,23,199,481,473,316,145,56,26,38,29,18,21,7,0,3,1901
Australia,Departure,8204,Chile,8,16,12,13,32,198,225,87,39,23,12,17,15,7,8,6,3,0,720
Australia,Departure,8205,Colombia,12,5,3,18,185,480,455,199,102,32,26,38,66,49,40,16,3,0,1742
Australia,Departure,8206,Ecuador,0,0,0,0,4,16,22,9,0,0,0,0,4,0,4,0,0,0,59
Australia,Departure,8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8211,Guyana,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,8
Australia,Departure,8212,Paraguay,0,0,0,0,3,4,4,3,0,0,0,0,0,3,0,0,0,0,29
Australia,Departure,8213,Peru,0,3,0,8,12,30,35,34,18,18,17,11,18,15,6,3,3,0,229
Australia,Departure,8214,Suriname,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
Australia,Departure,8215,Uruguay,0,3,0,0,7,39,33,11,0,0,4,3,3,3,6,3,0,0,117
Australia,Departure,8216,Venezuela,0,0,0,3,10,17,37,15,19,10,3,9,12,25,16,4,0,0,176
Australia,Departure,8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8300,Central America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8302,Costa Rica,0,0,0,3,6,3,0,0,0,0,3,0,0,0,0,0,0,0,17
Australia,Departure,8303,El Salvador,0,0,0,3,0,0,3,6,9,4,3,3,6,0,3,0,0,0,45
Australia,Departure,8304,Guatemala,0,0,3,3,3,11,0,3,0,0,0,0,0,0,0,0,0,0,22
Australia,Departure,8305,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,8306,Mexico,4,3,3,3,21,71,100,48,28,10,6,4,14,4,3,4,0,3,326
Australia,Departure,8307,Nicaragua,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12
Australia,Departure,8308,Panama,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13
Australia,Departure,8400,Caribbean nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8404,Bahamas,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6
Australia,Departure,8405,Barbados,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4
Australia,Departure,8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8407,Cuba,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,13
Australia,Departure,8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8411,Dominican Rep,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,17
Australia,Departure,8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Australia,Departure,8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Australia,Departure,8415,Jamaica,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,18
Australia,Departure,8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8421,Puerto Rico,0,0,0,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,13
Australia,Departure,8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8425,Trinidad/Tobago,0,0,4,0,0,3,3,6,3,3,0,3,0,0,0,0,0,0,26
Australia,Departure,8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9000,Sub-Saha Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9100,Cent & W Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,Departure,9103,Cameroon,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13
Australia,Departure,9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Departure,9107,"Congo, Rep",0,0,0,3,0,6,3,0,0,0,3,0,0,0,0,0,0,0,22
Australia,Departure,9108,"Congo, Dem Rep",0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,20
Australia,Departure,9111,Cote d'Ivoire,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,8
Australia,Departure,9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
